text,clean_text,sentiment,emotion
"I do not believe that all countries will become more selfish, and there will be more fight for resources (than there is already).\nI believe after the crisis is over, countries might re-adjust their partnerships, and look at their sources for essential supplies.\nThey will more carefully looking at where those things come from, and if this source is stable and safe, rather than only the price.\nThey will also rethink their relationships with dictatorial regimes. We just got a prime example of why a certain level of the public commenting and controlling their governance is a good thing.\nThis may cause a shift in industrial production and services in the longer term, but not too long.\n\nMake alliances with your neighbours, and do not look too far. Thailand for example is relatively reliable. Indochina is generally a future prospect.","I do not believe that all countries will become more selfish, and there will be more fight for resources (than there is already). I believe after the crisis is over, countries might re-adjust their partnerships, and look at their sources for essential supplies. They will more carefully looking at where those things come from, and if this source is stable and safe, rather than only the price. They will also rethink their relationships with dictatorial regimes. We just got a prime example of why a certain level of the public commenting and controlling their governance is a good thing. This may cause a shift in industrial production and services in the longer term, but not too long.  Make alliances with your neighbours, and do not look too far. Thailand for example is relatively reliable. Indochina is generally a future prospect.",neutral,worry
"I really appreciate our politicians still delivering speeches in a calm and subjective manner (although it might sound more boring). Many other countries have their politicians talking in such an emotional and volatile way to stir up unnecessary emotions. Some may say he sound overly optimistic about our future but imagine if even the leaders of our country sound pessimistic, how will the rest of us feel?","I really appreciate our politicians still delivering speeches in a calm and subjective manner (although it might sound more boring). Many other countries have their politicians talking in such an emotional and volatile way to stir up unnecessary emotions. Some may say he sound overly optimistic about our future but imagine if even the leaders of our country sound pessimistic, how will the rest of us feel?",neutral,worry
"I am not talking about person in the video, just want to quote someone I heard saying: ""Should be humble and not too proud during this pandemic times. Who are you showing off to? Why ban e-cig when you are killing and robbing people with taxed cigarettes and alcohol? Thanks to the president who treats substance dependent people as human being requiring medical rehab treatments, but due to medical ignorance and stupidity of authorities to ban Dolophine but allow people to drink and smoke cigarettes. You show off how you exercise autonomy and tyranny by banning everything without proof and research, killing Yong Vui Kong and Brenda Ferguson. You are showing off your tyranny and how fast you kill foreigner by mandatory law without lega fair trial. You show off how you allow narcotic management be above the statutory law and allow them to kill citizens and consume the looted goods of the victims. You are proud of killing a immature child who hums a song  he heard before and said he is a gang member. In fact the child has mental disorder with low IQ.\n\nYou are so proud of brainless tyrannic intervention and how you abuse power by killing rehab patients and low IQ people, and that you are an idiot who knows nothing about social movement and influence except killing citizens and quietly feeding narcotics with class A substance. You wanna show off you incacerating a foreign cerebal palsy victim and they died of infections during incaceration just because they had a few puff of CBD and legal medical cannabinoids with their green cards. You show off your tyranny and covered up democracy by execution foreigners who were orphans and came from poor families and were forced into the trading syndicates. You are very proud of killing people without treating them and healing their family member.\n\nYou show off how you allow narcotics to smoke the drugs and let them kill the people who are victims needing treatment and rehab. You show off your zero tolerance autonomic power that you can kill instead of helping people  and families who are sick victims and patients. \n\nWe can see who are tyrants and who are real government members concern about welfare of citizens during the most critical periods.","I am not talking about person in the video, just want to quote someone I heard saying: ""Should be humble and not too proud during this pandemic times. Who are you showing off to? Why ban e-cig when you are killing and robbing people with taxed cigarettes and alcohol? Thanks to the president who treats substance dependent people as human being requiring medical rehab treatments, but due to medical ignorance and stupidity of authorities to ban Dolophine but allow people to drink and smoke cigarettes. You show off how you exercise autonomy and tyranny by banning everything without proof and research, killing Yong Vui Kong and Brenda Ferguson. You are showing off your tyranny and how fast you kill foreigner by mandatory law without lega fair trial. You show off how you allow narcotic management be above the statutory law and allow them to kill citizens and consume the looted goods of the victims. You are proud of killing a immature child who hums a song  he heard before and said he is a gang member. In fact the child has mental disorder with low IQ.  You are so proud of brainless tyrannic intervention and how you abuse power by killing rehab patients and low IQ people, and that you are an idiot who knows nothing about social movement and influence except killing citizens and quietly feeding narcotics with class A substance. You wanna show off you incacerating a foreign cerebal palsy victim and they died of infections during incaceration just because they had a few puff of CBD and legal medical cannabinoids with their green cards. You show off your tyranny and covered up democracy by execution foreigners who were orphans and came from poor families and were forced into the trading syndicates. You are very proud of killing people without treating them and healing their family member.  You show off how you allow narcotics to smoke the drugs and let them kill the people who are victims needing treatment and rehab. You show off your zero tolerance autonomic power that you can kill instead of helping people  and families who are sick victims and patients.   We can see who are tyrants and who are real government members concern about welfare of citizens during the most critical periods.",negative,sadness
keep safe distance... then y u reopen schools duh. common sense,keep safe distance... then y u reopen schools duh. common sense,positive,neutral
Thank you sir. What a brave speech and support all singaporean. 👌👌👌,Thank you sir. What a brave speech and support all singaporean. ,positive,happiness
Would this have been over 1 month ago if a quarantine was put in place at the start?,Would this have been over 1 month ago if a quarantine was put in place at the start?,neutral,worry
Dear PM sir please do some help for international students.,Dear PM sir please do some help for international students.,positive,neutral
"Laugh my bum off reading at the comment section.  Those new citizens or pr hoping to get citizenship or fw living here is too obvious on commenting here. Lol... at least change your account name to lim, ali, muthu or john to hide from people knowing.","Laugh my bum off reading at the comment section.  Those new citizens or pr hoping to get citizenship or fw living here is too obvious on commenting here. Lol... at least change your account name to lim, ali, muthu or john to hide from people knowing.",neutral,worry
Is this guy a dictator?,Is this guy a dictator?,neutral,neutral
என் தமிழ் மக்களின் சார்பாக உங்கள் இத்தகைய சிறந்த ஆளுமை திறனுக்கு Great salute sir.,         Great salute sir.,positive,happiness
Excellent sir we are love you💓,Excellent sir we are love you,positive,love
Outstanding Prime Minister. Singapore deserves all the best.,Outstanding Prime Minister. Singapore deserves all the best.,positive,happiness
How about the dog leash they want us to put on ourselves? Ohh I meant tracking device for tracking coronavirus,How about the dog leash they want us to put on ourselves? Ohh I meant tracking device for tracking coronavirus,neutral,worry
Proud to be a singaporean. Our Govt response to these pandemic and support is truly commendable.Thank you,Proud to be a singaporean. Our Govt response to these pandemic and support is truly commendable.Thank you,positive,happiness
"Have no fear, FThrash are here.\nWear your mask, sell your gear,\nwhen GST rise pretend to cheer.","Have no fear, FThrash are here. Wear your mask, sell your gear, when GST rise pretend to cheer.",positive,neutral
"Lots of trolls n wumao activated to create fake support.   Regardless of what they said, it is already sn act of failure.   As far as i am aware, only CCP does such stupid thing.  Is Singapore operating in ccp system?🤔🤔🤔","Lots of trolls n wumao activated to create fake support.   Regardless of what they said, it is already sn act of failure.   As far as i am aware, only CCP does such stupid thing.  Is Singapore operating in ccp system?",negative,sadness
"Our pm should be awarded the best speech in this entire planet. SUPERB in dialogues however I totally disagree that he mentioned NOOne will be left behind! And also the available jobs are of lower tiers for the middle ages norm and better ones for those fresh grads. Somewhat a little double standards in terms of the jobs availiblity. Lots of good jobs are being robbed away by foreigners, prs and new citizen which i do not cosider then as pure singaporeans. To be honest many authentic locals are being left behind with lots of bad debts, loss of good jobs all taken away by foreigners injected by the gov. I am not sure those sweet words are often tally with real situations on the ground.","Our pm should be awarded the best speech in this entire planet. SUPERB in dialogues however I totally disagree that he mentioned NOOne will be left behind! And also the available jobs are of lower tiers for the middle ages norm and better ones for those fresh grads. Somewhat a little double standards in terms of the jobs availiblity. Lots of good jobs are being robbed away by foreigners, prs and new citizen which i do not cosider then as pure singaporeans. To be honest many authentic locals are being left behind with lots of bad debts, loss of good jobs all taken away by foreigners injected by the gov. I am not sure those sweet words are often tally with real situations on the ground.",neutral,worry
"Thank you very much, PM Lee and your team for the commitment and for loving and taking care of the needs of the nation. Singapore will stay united because we have a good and committed government.  I would also like to thanks the frontliners and the essential workers who work tirelessly for the nations during these difficult times. Please take care and stay safe.","Thank you very much, PM Lee and your team for the commitment and for loving and taking care of the needs of the nation. Singapore will stay united because we have a good and committed government.  I would also like to thanks the frontliners and the essential workers who work tirelessly for the nations during these difficult times. Please take care and stay safe.",positive,love
Why no mention about climate change?\n\nWhy Changi Airport T5 was built and raised 5 metre higher above ground level becoz fear of rising water level in near future.?,Why no mention about climate change?  Why Changi Airport T5 was built and raised 5 metre higher above ground level becoz fear of rising water level in near future.?,neutral,worry
Thank you for your assurance Mr Lee. God bless Singapore.,Thank you for your assurance Mr Lee. God bless Singapore.,positive,happiness
Everything is going to destroyed!! We are all doomed !! Life as you know it is over!!!! And then say-  Don't worry...sigh,Everything is going to destroyed!! We are all doomed !! Life as you know it is over!!!! And then say-  Don't worry...sigh,negative,sadness
Thank you sgv,Thank you sgv,positive,happiness
Majulah singapura,Majulah singapura,neutral,neutral
Majulah singapura,Majulah singapura,neutral,neutral
Oh my... another? :'(,Oh my... another? :'(,neutral,surprise
stupid garhmen,stupid garhmen,negative,hate
Trump 2020 will be good for SG!  Biden 2020 will cause global depression.,Trump 2020 will be good for SG!  Biden 2020 will cause global depression.,neutral,worry
"PM Lee said: “If Singapore disappears tomorrow, the world will probably continue on just fine.”\n\n- United Nations 26 September 2019.","PM Lee said: If Singapore disappears tomorrow, the world will probably continue on just fine.  - United Nations 26 September 2019.",neutral,neutral
Singapore OK la. Hong Kong particularly the population did an excellent job! 4 deaths 1100 infections. 7.2 million population \n\nNo boasting from HK Govt or the people that live there,Singapore OK la. Hong Kong particularly the population did an excellent job! 4 deaths 1100 infections. 7.2 million population   No boasting from HK Govt or the people that live there,positive,happiness
"why did buses and mrts scrap safe distancing since june 2nd, are they encouraging a new level of outbreak? why bother with a closed circuit breaker for a month only to replace it with buses and mrt jam packed with no safe distancing in practice any more? no place to sit down and eat or wear a mask , no gathering at work place and such when buses and mrts are not practicing it any more. can someone offer me a good reason. we won't survive for long if we don't practice safe distancing. shivering fears!","why did buses and mrts scrap safe distancing since june 2nd, are they encouraging a new level of outbreak? why bother with a closed circuit breaker for a month only to replace it with buses and mrt jam packed with no safe distancing in practice any more? no place to sit down and eat or wear a mask , no gathering at work place and such when buses and mrts are not practicing it any more. can someone offer me a good reason. we won't survive for long if we don't practice safe distancing. shivering fears!",negative,worry
I Love Singapore,I Love Singapore,positive,love
love you and your care ❤,love you and your care ,positive,love
Our country has done very well.We should remain positive,Our country has done very well.We should remain positive,positive,happiness
Is pm lee ok? He look older compare with 3 months ago,Is pm lee ok? He look older compare with 3 months ago,neutral,neutral
"time to save money, save 60% of your salary and eat cheap food as much as you can for at lease a year","time to save money, save 60% of your salary and eat cheap food as much as you can for at lease a year",neutral,worry
Government helps fellow Singaporean but kills many foreign workers with civil-19,Government helps fellow Singaporean but kills many foreign workers with civil-19,negative,worry
the final ingredient.vote them again.maybe that is what he mean.please ponder,the final ingredient.vote them again.maybe that is what he mean.please ponder,neutral,neutral
if many are jobless more crimes like robbery theft will happen due to desperate of cash ..,if many are jobless more crimes like robbery theft will happen due to desperate of cash ..,negative,worry
God bless Singapore 👼🙏,God bless Singapore ,positive,happiness
Thanks to mr Lee pm Singapore 🙏🙏,Thanks to mr Lee pm Singapore ,positive,neutral
🇸🇬🇸🇬🇸🇬🇸🇬🇸🇬\n❤❤❤❤❤\n👍👍👍👍👍,  ,neutral,neutral
Very Good person,Very Good person,positive,happiness
With such a responsible person at the helm.. truely blessed nation. You guys will be the front runner in post covid-19 world by a long margin.,With such a responsible person at the helm.. truely blessed nation. You guys will be the front runner in post covid-19 world by a long margin.,positive,love
A Big Thank you Mr PM of taking care each of us. We're proud of you. God bless you always!,A Big Thank you Mr PM of taking care each of us. We're proud of you. God bless you always!,positive,love
Very sad indeed\n\nWorld 100 Ranking of Worlds Most Influential People 2019\nPM Lee was kicked out of the 100 ranking...\n\nReally miss him.,Very sad indeed  World 100 Ranking of Worlds Most Influential People 2019 PM Lee was kicked out of the 100 ranking...  Really miss him.,negative,sadness
Well done spore,Well done spore,positive,neutral
Lose job already 😔,Lose job already ,negative,worry
"""Do you know what is better than Charity  and Fasting and Prayer? It is keeping Peace and Good Relations with between people, as Quarrels and Bad Feelings destroy Mankind"". ( Muslims and Bukhari )","""Do you know what is better than Charity  and Fasting and Prayer? It is keeping Peace and Good Relations with between people, as Quarrels and Bad Feelings destroy Mankind"". ( Muslims and Bukhari )",neutral,worry
"Thank you PM LEE, not easy for the government. Well done so far!","Thank you PM LEE, not easy for the government. Well done so far!",positive,happiness
thank you daddy lee,thank you daddy lee,positive,love
"Np PM , my whole family n all my kaki's will support PAP all the way 👍😁💖.","Np PM , my whole family n all my kaki's will support PAP all the way .",positive,neutral
Thank you sir.,Thank you sir.,positive,neutral
"Already 150,000 Singaporean workers salary been cut 25%/in mid March.\n\nEconomist predicting 200,000 Singaporean workers will be unemployed and jobless by end 2020.\n\nWhat are you going to do about it?","Already 150,000 Singaporean workers salary been cut 25%/in mid March.  Economist predicting 200,000 Singaporean workers will be unemployed and jobless by end 2020.  What are you going to do about it?",negative,worry
"I REFUSE TO, AND I DID NOT,  EVEN LISTEN TO A SINGLE WORD HE SPOKE !!!\nMEANINGLESS HOT AIR AS USUAL!!!","I REFUSE TO, AND I DID NOT,  EVEN LISTEN TO A SINGLE WORD HE SPOKE !!! MEANINGLESS HOT AIR AS USUAL!!!",negative,hate
"When the leaves change colour u know the see other season is coming, likewise, when u see the signs u will know that I am coming.","When the leaves change colour u know the see other season is coming, likewise, when u see the signs u will know that I am coming.",neutral,neutral
Singapore must import more migrant workers to build the economy and more foreigners to create jobs for Singaporeans,Singapore must import more migrant workers to build the economy and more foreigners to create jobs for Singaporeans,neutral,neutral
Thank you Sir and your team. SG United 🇸🇬🇸🇬🇸🇬👍👍👍,Thank you Sir and your team. SG United ,positive,happiness
"Many Singaporeans are brainwashed by some stupid opposition by saying kicking out FT.\nYes we do have some bad FT,but Singapore is so successful because of talents all over the world came here and MNC found this is a good place to attract talents and set up company and therefore by doing that,it keep many Singaporeans employed.\nIf FT are being cut tremendously,these companies can always look for cheaper alternative neighbouring countries,why do they wants to come here if talents from around the world are not coming here?\nWhat do we have?\nMore locals will lose jobs and worse we might be heading across the causeway to look for jobs.\nAsk any Malaysians,would it be better to stay their own countries and work or rather to cross over here to work with all these jams?\n\nCSJ and Lim tean always asking people to step down,but yet,they have failed every election and did they step down?\nCan't even win a seat?\nWP might be a better choice,but needs more good people.\n\nTalking about transparency when our own opposition parties,not transparent about their own parties funding.........\n\nIf people wants Singapore to lose more companies and jobs,go ahead with opposition parties.\n\nFor me,pap is not perfect and never will,but their policies and right now to bring us through this type of situation. \nSorry to opposition parties,in this situation, I dun trust you can bring us forward.","Many Singaporeans are brainwashed by some stupid opposition by saying kicking out FT. Yes we do have some bad FT,but Singapore is so successful because of talents all over the world came here and MNC found this is a good place to attract talents and set up company and therefore by doing that,it keep many Singaporeans employed. If FT are being cut tremendously,these companies can always look for cheaper alternative neighbouring countries,why do they wants to come here if talents from around the world are not coming here? What do we have? More locals will lose jobs and worse we might be heading across the causeway to look for jobs. Ask any Malaysians,would it be better to stay their own countries and work or rather to cross over here to work with all these jams?  CSJ and Lim tean always asking people to step down,but yet,they have failed every election and did they step down? Can't even win a seat? WP might be a better choice,but needs more good people.  Talking about transparency when our own opposition parties,not transparent about their own parties funding.........  If people wants Singapore to lose more companies and jobs,go ahead with opposition parties.  For me,pap is not perfect and never will,but their policies and right now to bring us through this type of situation.  Sorry to opposition parties,in this situation, I dun trust you can bring us forward.",neutral,worry
Thank you sir.,Thank you sir.,positive,neutral
When is the election,When is the election,neutral,neutral
"OMG an Honest Politician Singapore you are blessed and that's a Great thing, God Bless! you all","OMG an Honest Politician Singapore you are blessed and that's a Great thing, God Bless! you all",positive,happiness
"Li XianLong - there may not be any vaccine. It is a coronavirus. We still do not know how long people have immunity after catching CoViD. Therefore it is better to stay clear from people, wash your hands, don't touch your face and if you have nothing important stay at home.","Li XianLong - there may not be any vaccine. It is a coronavirus. We still do not know how long people have immunity after catching CoViD. Therefore it is better to stay clear from people, wash your hands, don't touch your face and if you have nothing important stay at home.",neutral,worry
"As long as SG doesn't follow HK or TW's way, SG would be ok.","As long as SG doesn't follow HK or TW's way, SG would be ok.",neutral,neutral
"If Mr Lee Kuan Yew and wife watch this, they will be proud to see how their son handle this situation :)","If Mr Lee Kuan Yew and wife watch this, they will be proud to see how their son handle this situation :)",positive,happiness
If it seems too good to be true... it probably is.,If it seems too good to be true... it probably is.,positive,neutral
"Hi sir, do take care of your health as well! Thank you for taking such a good care of Singapore 😭","Hi sir, do take care of your health as well! Thank you for taking such a good care of Singapore ",positive,happiness
"I don't believe you,and your team anymore","I don't believe you,and your team anymore",negative,worry
The pink shirt is back. Yes.,The pink shirt is back. Yes.,neutral,neutral
HEYHEYHEY HE IS IN PINK!,HEYHEYHEY HE IS IN PINK!,neutral,neutral
Thank you PM Lee.,Thank you PM Lee.,positive,happiness
They have a full agenda for many years to come meaning you have to let them remain in charge to see it through. Everyone get ready to be tagged,They have a full agenda for many years to come meaning you have to let them remain in charge to see it through. Everyone get ready to be tagged,neutral,neutral
Addressing the nation in english..,Addressing the nation in english..,neutral,neutral
A good speech,A good speech,positive,neutral
Thanks .,Thanks .,positive,neutral
Organic farming,Organic farming,neutral,neutral
Thx pm lee,Thx pm lee,neutral,neutral
Thanks,Thanks,positive,neutral
Worrisome manz. No good lah\n\nWhy neighbouring 9 ASEAN countries  not supplying eggs and shrimps to Singapore?\n\nHow about rice?,Worrisome manz. No good lah  Why neighbouring 9 ASEAN countries  not supplying eggs and shrimps to Singapore?  How about rice?,neutral,neutral
Will there be any accountability on the part of the MPs for the current state that we are in?,Will there be any accountability on the part of the MPs for the current state that we are in?,neutral,worry
Mr Prime Minister please put ur hand on your heart and tell the people of Singapore the truth. It’s time and no one can save U and ur people other than us. Hope You believe in God of Good rather than God of S****.,Mr Prime Minister please put ur hand on your heart and tell the people of Singapore the truth. Its time and no one can save U and ur people other than us. Hope You believe in God of Good rather than God of S****.,positive,worry
It means you people will defend the economy of Singapore even if it means to sacrifice your lives for the country should you get infected.,It means you people will defend the economy of Singapore even if it means to sacrifice your lives for the country should you get infected.,negative,worry
When shall we begin phrase 2?\nPlease give clear instructions,When shall we begin phrase 2? Please give clear instructions,neutral,neutral
Proud to be one of Singapore foreign workers.\nMany thanks PM Lee Hsien Loong...,Proud to be one of Singapore foreign workers. Many thanks PM Lee Hsien Loong...,positive,happiness
I feel so blessed to be born in singapore. Thank you for doing your best. Majulah Singapurah!,I feel so blessed to be born in singapore. Thank you for doing your best. Majulah Singapurah!,positive,happiness
Economy vs Life,Economy vs Life,neutral,neutral
I believe that Singapore will make it through and become stronger. Thank you to our Leaders for their vision and determination. Thank you to Singaporeans for believing that we can overcome the tribulation and stay vigilant.,I believe that Singapore will make it through and become stronger. Thank you to our Leaders for their vision and determination. Thank you to Singaporeans for believing that we can overcome the tribulation and stay vigilant.,positive,relief
I am simping for pm lee not even gonna lie,I am simping for pm lee not even gonna lie,neutral,worry
Just please do not take your citizens' money to rebuild your reserves later. Peace.,Just please do not take your citizens' money to rebuild your reserves later. Peace.,neutral,worry
Singapore is very good country in the world because I love to stay in sg and even Covid -19 have also take care all foreign workers and pay all salaries and food .i really love Singapore government.,Singapore is very good country in the world because I love to stay in sg and even Covid -19 have also take care all foreign workers and pay all salaries and food .i really love Singapore government.,positive,love
"Yes the previous generations have proved the world wrong. That is because they are hardworking and go against all odds. In today's time, our generation and beyond, tough. Too soft and too needy.","Yes the previous generations have proved the world wrong. That is because they are hardworking and go against all odds. In today's time, our generation and beyond, tough. Too soft and too needy.",negative,sadness
"Wah cool, at 19:09 PM basically just said 🖕🏼 to the Malaysian Government. LOL!!! Read between the lines suckerz!","Wah cool, at 19:09 PM basically just said  to the Malaysian Government. LOL!!! Read between the lines suckerz!",positive,happiness
"Cannot lah. When your cabinet is made up of mediocre people like Jo Teo, GKY, how to entrust to your 4G team to bring Singapore to the future? Implementation is important. You can have many fantastic ideas and plans, but if implementation sucks, your programs will still fail.","Cannot lah. When your cabinet is made up of mediocre people like Jo Teo, GKY, how to entrust to your 4G team to bring Singapore to the future? Implementation is important. You can have many fantastic ideas and plans, but if implementation sucks, your programs will still fail.",neutral,worry
Can't help but notice the Ken Burns magic here,Can't help but notice the Ken Burns magic here,negative,worry
"Listening to:\n""Fear Nothing by 2Pac"".\n💪💪💪💪💪\nMAJULAH SINGAPURA!💪💪💪\nThank You Mr Pm and your team of Ministers.💖💖💖💖💖💖💖","Listening to: ""Fear Nothing by 2Pac"".  MAJULAH SINGAPURA! Thank You Mr Pm and your team of Ministers.",positive,happiness
"In Singaporean lingo, say already like never say. We need leadership at this moment. A leader who will outline the strategic direction of how we are going to survive and prosper. For example, what is the area we will continue to invest in for the future? How are we going to create jobs for students graduating this year and for people who lose their jobs? For industries affected like tourism, what we are doing to help them endure the difficult times and position for an even brighter future? You cannot just say we are throwing money at the economy and look, things are really really bad so don't blame me if things go south. This is the most impotent national address given by our prime minister since independence. What a disgrace. No fight, no vision.","In Singaporean lingo, say already like never say. We need leadership at this moment. A leader who will outline the strategic direction of how we are going to survive and prosper. For example, what is the area we will continue to invest in for the future? How are we going to create jobs for students graduating this year and for people who lose their jobs? For industries affected like tourism, what we are doing to help them endure the difficult times and position for an even brighter future? You cannot just say we are throwing money at the economy and look, things are really really bad so don't blame me if things go south. This is the most impotent national address given by our prime minister since independence. What a disgrace. No fight, no vision.",negative,worry
circuit breaker is fail,circuit breaker is fail,negative,worry
that pink shirt guy is very handsome 😗,that pink shirt guy is very handsome ,positive,love
We kids need $$ too,We kids need $$ too,neutral,worry
Thank you PM ! 👍👍,Thank you PM ! ,positive,happiness
"Nice lah. Orange shirt.👍\nSeriously, appreciate that the Singapore Government has taken a holistic approach to this pandemic.\nIt is a geopolitical hot potato. \nGood to strengthen their ties with the ASEAN members.\nDon’t want to be a pawn.\nTogether ASEAN is a force to be respected.","Nice lah. Orange shirt. Seriously, appreciate that the Singapore Government has taken a holistic approach to this pandemic. It is a geopolitical hot potato.  Good to strengthen their ties with the ASEAN members. Dont want to be a pawn. Together ASEAN is a force to be respected.",positive,happiness
Thank you sir. Proud to be a Singapore citizen. Majulah singapura. 🇸🇬,Thank you sir. Proud to be a Singapore citizen. Majulah singapura. ,positive,happiness
Do not fear.... when you have money....,Do not fear.... when you have money....,positive,neutral
Please donate your wealth Mr Lee. You are the highest paid minister in the world. Hope you have some compassions. Thank you!,Please donate your wealth Mr Lee. You are the highest paid minister in the world. Hope you have some compassions. Thank you!,positive,relief
Be on the knees pray and repent...lest we'd be fighting against our Creator. All things can be shaken shall be shaken. COVID-19 is only the dawn of more sorrows for this wicked generation...Tomorrow is not guaranteed.,Be on the knees pray and repent...lest we'd be fighting against our Creator. All things can be shaken shall be shaken. COVID-19 is only the dawn of more sorrows for this wicked generation...Tomorrow is not guaranteed.,negative,worry
Community cases have went down that’s good,Community cases have went down thats good,positive,neutral
Let’s fight this,Lets fight this,negative,neutral
I pray for PM Lee and our government leaders that God will bless them with wisdom and knowledge and discernment to lead Singapore. I pray that God’s hand be upon Singapore and protect us from troubled times ahead. Lift us up and let Singapore rise above the challenging circumstances . I pray in Jesus’s name. Amen.,I pray for PM Lee and our government leaders that God will bless them with wisdom and knowledge and discernment to lead Singapore. I pray that Gods hand be upon Singapore and protect us from troubled times ahead. Lift us up and let Singapore rise above the challenging circumstances . I pray in Jesuss name. Amen.,positive,worry
"Good progress? Every day 3 digit call good progress then those countries like Korea, Hong Kong and Taiwan got single digit or none at all call what?","Good progress? Every day 3 digit call good progress then those countries like Korea, Hong Kong and Taiwan got single digit or none at all call what?",positive,neutral
🆘🆘㊙️🤬Omg‼️Why ordering online from ntuc for basic groceries n need pay this extra $3.99 n so called service charge 🔥? ? ? When Sheng Xiong supermarket Q1 record profit up of nearly 50% of $29 millions on back of “elevated”  Covid demands‼️Are there lesser people buying from Ntuc ? And they need to make us pay more for no reasons ? BIG Enterprise that profiteering from this covid crisis ??? ㊙️🈲🔥😷🤬Very angry 😤 😤 😡 😡 😤,OmgWhy ordering online from ntuc for basic groceries n need pay this extra $3.99 n so called service charge ? ? ? When Sheng Xiong supermarket Q1 record profit up of nearly 50% of $29 millions on back of elevated  Covid demandsAre there lesser people buying from Ntuc ? And they need to make us pay more for no reasons ? BIG Enterprise that profiteering from this covid crisis ??? Very angry     ,negative,worry
"Thank you for all who has contributed, especially our Government who has tirelessly guide us through this storm. May we all have more tolerance and patience, count our blessings of what we have now and together as a country, may we emerge stronger and wiser.","Thank you for all who has contributed, especially our Government who has tirelessly guide us through this storm. May we all have more tolerance and patience, count our blessings of what we have now and together as a country, may we emerge stronger and wiser.",positive,relief
BREAKING     TEARSFULLY  !,BREAKING     TEARSFULLY  !,negative,sadness
✌👨‍👩‍👦‍👦💖singapore is bater Singapore's  Salut prime ministers share 💖💝,singapore is bater Singapore's  Salut prime ministers share ,neutral,neutral
Anyone else notice the background constantly zooooming in lmao whyyy,Anyone else notice the background constantly zooooming in lmao whyyy,neutral,neutral
how come other world leaders earn 300k-500k per month but our PM earn millions of dollars per month🤔🤔🤔🤔🤔🤔🤔🤔,how come other world leaders earn 300k-500k per month but our PM earn millions of dollars per month,neutral,worry
"Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.","Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.",neutral,neutral
I love that smirk at 12:10 when he talks about diversifying our food sources! LOL!!,I love that smirk at 12:10 when he talks about diversifying our food sources! LOL!!,positive,love
"Speech lacks details, as usual. The underlying hint more appears to persuade Singaporeans to vote for PAP.","Speech lacks details, as usual. The underlying hint more appears to persuade Singaporeans to vote for PAP.",neutral,neutral
"Though we might not like certain policies by PAP, but still, I have trust in our PM in running the country efficiently...Take care","Though we might not like certain policies by PAP, but still, I have trust in our PM in running the country efficiently...Take care",neutral,worry
I salute the government of Singapore.....,I salute the government of Singapore.....,positive,happiness
We do not fear only afraid that lose our job,We do not fear only afraid that lose our job,negative,worry
"When PM lee have a video, all the sheeps appear. Previously, CCS said we don't have too many sheeps. That's not true.","When PM lee have a video, all the sheeps appear. Previously, CCS said we don't have too many sheeps. That's not true.",neutral,worry
He should start the speech with my fellow foreigners !!!   More approproate,He should start the speech with my fellow foreigners !!!   More approproate,positive,happiness
Thanks sir. For your support. We trust you. Hopefully we can come through this crisis together as one united people regardless of race religion or language. \nI’m just worried about those who still have loans to settle. Especially housing. Thanks again Mr. Prime minister sir.,Thanks sir. For your support. We trust you. Hopefully we can come through this crisis together as one united people regardless of race religion or language.  Im just worried about those who still have loans to settle. Especially housing. Thanks again Mr. Prime minister sir.,positive,worry
We need a team B,We need a team B,neutral,neutral
#SGUnited,#SGUnited,neutral,neutral
Be grateful fellow Sporeans. Together we Stand Tall.🇸🇬,Be grateful fellow Sporeans. Together we Stand Tall.,positive,happiness
👏👏👏thank you Sir.,thank you Sir.,positive,neutral
"Dear sir, I believe the only way we can actually 'reboot' the economic system that will not repeat the same past and impending dysfunction and collapse would be to re-examine the way we think about 'work' and 'jobs' and money... What do you say about accelerating digital tech and automation, and applying UBI sort of financial scheme, before we might hope to someday be completely rid of the failing monetary system overall? What I am advocating for is a transition into a Resource-Based Economy. \nAs nations become less dependent on each other as you say, radical alternatives such as this might actually be what's most viable for an island nation like SG. I believe SG has got what it takes to set an amazing example for other countries, of taking on a progressive alternative route into the future.\nPlease look into Jacque Fresco's THE VENUS PROJECT. I hope you and the other nation leaders would consider it, for the sake of our society and global human civilization.\nhttps://youtu.be/Yb5ivvcTvRQ","Dear sir, I believe the only way we can actually 'reboot' the economic system that will not repeat the same past and impending dysfunction and collapse would be to re-examine the way we think about 'work' and 'jobs' and money... What do you say about accelerating digital tech and automation, and applying UBI sort of financial scheme, before we might hope to someday be completely rid of the failing monetary system overall? What I am advocating for is a transition into a Resource-Based Economy.  As nations become less dependent on each other as you say, radical alternatives such as this might actually be what's most viable for an island nation like SG. I believe SG has got what it takes to set an amazing example for other countries, of taking on a progressive alternative route into the future. Please look into Jacque Fresco's THE VENUS PROJECT. I hope you and the other nation leaders would consider it, for the sake of our society and global human civilization. https://youtu.be/Yb5ivvcTvRQ",positive,worry
we don't need a circuit breaker. we need a covid-19 combo breaker. Break that combo and we win!,we don't need a circuit breaker. we need a covid-19 combo breaker. Break that combo and we win!,positive,happiness
The ministers have failed singaporean,The ministers have failed singaporean,negative,sadness
